exposure_to_patient_isolation,enter_area_isolation,appearance_of_symptoms_isolation,risk_groups_isolation,full_quarantine,partial_quarantine,unnecessary_business,educational_institutions,religious_institutions,distance_saving_instructions,congregation_restriction,prohibition_entering_country,public_transport_restriction,limit_hospital_visits,limit_retirement_homes_visits,disinfecting_public_spaces,police_army_enforcement,fines_and_incarceration,encouragement_using_masks,encouragement_using_gloves,encouragement_using_hand_sanitizers,wide_temperature_tests,lockdown_level,country,province,start_date
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Lambeth,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Lanarkshire,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Lancashire,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Leeds,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Leicester,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Leicestershire,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Lewisham,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Lincolnshire,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Liverpool,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Lothian,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Luton,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Manchester,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Medway,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Merthyr Tydfil County Borough Council,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Merton,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Middlesbrough,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Milton Keynes,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Monmouthshire County Council,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Neath Port Talbot Council,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Newcastle upon Tyne,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Newham,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Newport City Council,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Norfolk,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,North East Lincolnshire,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,North Lincolnshire,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,North Somerset,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,North Tyneside,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,North Yorkshire,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Northamptonshire,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Northumberland,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Nottingham,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Nottinghamshire,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Oldham,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Oxfordshire,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Pembrokeshire County Council,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Peterborough,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Plymouth,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Portsmouth,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Powys,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Powys County Council,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Reading,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Redbridge,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Redcar and Cleveland,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Resident outside Wales,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Residential area to be confirmed,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Rhondda Cynon Taf County Borough Council,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Richmond upon Thames,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Rochdale,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Rotherham,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Rutland,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Salford,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Sandwell,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Sefton,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Sheffield,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Shetland,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Shropshire,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Slough,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Solihull,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Somerset,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,South Gloucestershire,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,South Tyneside,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Southampton,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Southend-on-Sea,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Southwark,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,St. Helens,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Staffordshire,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Stockport,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Stockton-on-Tees,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Stoke-on-Trent,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Suffolk,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Sunderland,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Surrey,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Sutton,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Swansea Bay,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Swindon,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Tameside,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Tayside,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Telford and Wrekin,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Thurrock,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,To be confirmed,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Torbay,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Torfaen County Borough Council,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Total:,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Tower Hamlets,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Trafford,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Vale of Glamorgan Council,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Wakefield,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Wales,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Walsall,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Waltham Forest,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Wandsworth,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Warrington,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Warwickshire,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,West Berkshire,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,West Sussex,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Westminster,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Wigan,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Wiltshire,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Windsor and Maidenhead,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Wirral,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Wokingham,2020-03-18 00:00:00
True,False,False,True,False,False,1,1,0,,,False,0,False,False,False,False,False,False,False,False,False,3,United Kingdom,Wolverhampton,2020-03-18 00:00:00
